id,city_id,area_id,terms_id,created_by,updated_by,title,description,logo_name,cover_name,address,security_code,postal_code,terms_validity,website,private_phone,customer_phone,order_email,order_fax,order_sms,preferred_contact,latitude,longitude,delivery_time,rating,position,status,budget,service_fee,min_order_value,active,accept_voucher,free_delivery,has_discount,delivery,online_payment,pickup,pre_order,deleted,vat_included,products_vat_enabled,delivery_vat_enabled,packaging_vat_enabled,vat_enabled,vat_visible,commission_rule,commission_type,created_at,updated_at,comment_for_order,delivery_commission_enabled,packaging_commission_enabled,old_id,disabled_from_datetime,disable_duration,manager,branch_title,vat,vendor_delivery_areas_text,english_title,online_delivery_enabled,order_inform,comment_for_manager,chain_id,vms_client_id,fidilio_enabled,fidilio_link,vendor_change_status_reason_id,delivery_type,delivery_description,main_branch,container_fee,closed_at_lunch,mqtt_token,recommended_for,establishment,most_popular_items,costs_for_two,capacity,service_price,parking_space,online_order,off_days,closed_until,vote_count,sort_index,container_price_type,picked_by,picked_at,vms_vendor_id,polygon_checked,delivery_guarantee,comment_count,call_phone,expedition_type,sales_agent_id,in_place_delivery,pre_order_status,sms_frequency,is_vegetarian,orders_count,food_average_price,express_shift,vms_status,pre_order_only,weekly_delivery_fee,vendor_type,has_dongle,reject_out_of_zone_order,express_delivery_time,fix_delivery_fee,performance_rank,express_delivery_fee_class_id,special_day_end_time,broker_type,trending_score,stock_enabled,exclusive_info,first_time_activated_at,webhook_url,static_map_name,max_delivery_radius,detailed_address,vendor_crisis_management_id,delay,vendor_type_id,pre_order_schedule_day,is_ecommerce,inform_client_id,inform_type,has_wallet,is_excluded,is_vip,cover_owner,discount_category_title,extra_info,uid
298731,191,401,1,558272,19787672,ساندویچ آبادان,,642476c9c80eb.jpg,,ضلع غربی میدان طالقانی، ساندویچ آبادان,209634,,2018-01-01,,09157647327 - 09360692844,05144243318,,,,CUSTOMER_PHONE,36.216628,57.676799,45,8.2656126482213,1000,TEMPORARY_CLOSED,NORMAL,0,35000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-03-29 21:02:34,2023-12-10 00:50:49,,0,1,,,,خانم متین صدر,,0,,abadan,1,PWA,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,79812,,,SOME,,,2023-12-10 23:59:59,1116,,AMOUNT,,,,0,0,1116,985144243318,DELIVERY,156366,1,TODAY_TOMORROW,,0,1697,40805,,OFFLINE,0,10600,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-04-03 19:25:42,,,-1,,,0,4,,0,16,PUSH,1,0,,,,[],996193
265107,6,2786,1,13537681,9673727,علی برگر,,6476e794ad4de.jpg,,بلوار فرصت شیرازی، حدفاصل کوچه 6 و 8،علی برگر,168750,,2017-01-01,,09034981407 - 09015099966,07137242424 - 09008341424,,,,CUSTOMER_PHONE,29.567678,52.597318,45,7.718820861678,1000,TEMPORARY_CLOSED,LUXURY,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-08-25 22:09:02,2023-12-10 00:49:36,,0,1,,,,خانم پورشمس,,0,,aliburger,1,VMS,,,,0,,55,RESTAURANT,,0,0,1,,,FASTFOOD,,185868,20,,SOME,,,2023-12-10 23:59:59,365,,AMOUNT,,,,0,0,365,987137242424,DELIVERY,11307873,0,TODAY_TOMORROW,,0,0,141594,,OFFLINE,0,4000,RESTAURANT,0,1,45,,,,2023-09-14 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-08-29 21:22:13,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],895321
236851,1,262,1,6948505,12000472,فست فود رادفود (شبانه),,6241b32f507b5.jpg,,میدان آزادی، به سمت انقلاب، ابتدای خیابان نجارزادگان، فست فود رادفود (شبانه),131620,,2018-01-01,,09126854396 - 09339780074,66047906,,,,CUSTOMER_PHONE,35.699512,51.345313,45,8.1935483870968,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,STEPPED_BY_REVENUE,2022-03-28 17:37:59,2023-12-10 00:49:10,,0,1,,,,آقای فرامرزی راد,,0,,radfood,1,VMS,,103796,,0,,54,RESTAURANT,,0,0,1,,,FASTFOOD,,300072,10,0,SOME,,,2023-12-10 23:59:59,218,,AMOUNT,,,107582,0,0,218,982146086921,DELIVERY,350649,1,TODAY_TOMORROW,,0,1206,161905,,OFFLINE,0,18333,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2022-03-29 15:43:31,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],810553
279869,14,401,1,13537681,16314381,رستوران ارغوان,,6384ec038259e.jpg,,سالاریه، میدان میثم، نبش خیابان ارغوان، رستوران ارغوان,184362,,2017-01-01,,09910498255,09910498255,,,,CUSTOMER_PHONE,34.613148,50.844036,45,7.0891089108911,1000,TEMPORARY_CLOSED,NORMAL,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-11-28 20:42:35,2023-12-10 00:49:09,,0,1,,,,آقای نوروز بیگی,,0,,arghavan,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,CATERING,,211574,,,,,,2023-12-10 23:59:59,66,,AMOUNT,161596,2023-12-05 13:41:42,,0,0,66,989910498255,ZF_EXPRESS,11307983,0,TODAY_TOMORROW,,0,238,135440,,OFFLINE,0,7768,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-12-05 19:38:04,,,-1,,,0,3,,0,1,PUSH,1,0,,,,[],939607
334844,4,401,1,20837387,21000350,میوه فروشی چهار فصل,,65250716cb2d1.png,652507170683d.png,فردیس، شهرک ناز، چهارراه مارچ، نبش یکم غربی، میوه فروشی چهار فصل,234751,,2023-09-22,,09306746456,09965102757,,,,CUSTOMER_PHONE,35.727288,50.950864,45,8.6296296296296,1000,TEMPORARY_CLOSED,NORMAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-09-22 10:28:31,2023-12-10 00:48:44,,0,1,,,,خانم عرفانی فرید,,0,,charfasl,1,PWA,,,,0,,,RESTAURANT,,0,0,1,,,RESTAURANT,,,,,,,,2023-12-15 23:59:59,252,,AMOUNT,10373331,2023-12-09 16:52:36,,0,0,252,989965102757,ZF_EXPRESS,11307982,1,TODAY_TOMORROW,,0,300,71673,,OFFLINE,0,5416,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":true,""grade"":null,""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2023-10-01 11:52:01"",""end_date"":""2024-03-28 11:52:04"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-21 10:52:18,,,-1,,,0,15,,0,4,CALL,1,0,,,,[],1104532
230025,5,826,1,6948505,4332994,کباب سلطان (احمدی),,6208c068e83a2.jpg,,بلوار الهیه، بین الهیه 50 و 48، کباب سلطان (احمدی),138887,,2017-01-01,,09037394100,09037394100,,,,CUSTOMER_PHONE,36.3791351,59.4631674,45,9.0066361893526,1000,TEMPORARY_CLOSED,ECONOMICAL,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-02-13 11:55:12,2023-12-10 00:48:38,,0,1,,,,آقای احمدی,,0,,ahmadi,1,VMS,,,,0,,52,RESTAURANT,,0,0,1,,,RESTAURANT,,73000,20,0,LOT,,,2023-12-10 23:59:59,6601,,AMOUNT,7066743,2023-12-05 11:06:43,,0,0,6601,989037394100,DELIVERY,11307980,1,TODAY_TOMORROW,,0,0,49022,,OFFLINE,0,,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-02-16 13:42:37,,,-1,,,0,1,,0,1,PUSH,1,0,,,,[],790075
70484,14,1075,1,1392847,,رستوران نعمت,,606c260f7344c.jpg,,سالاریه، میدان میثم، نبش کوچه ارغوان، رستوران نعمت,105688,,2018-01-01,,09197451284 - 09198517916,02532934535 - 02531657,,,,CUSTOMER_PHONE,34.613211,50.843958,60,7.9409233176839,1000,TEMPORARY_CLOSED,NORMAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2021-04-06 13:42:47,2023-12-10 00:48:31,,0,1,,,,خانم نوروز بیگی,,0,,nemat,1,VMS,,,,0,,51,RESTAURANT,,0,3000,1,,,CATERING,,207224,40,,LOT,,,2023-12-10 23:59:59,5073,,AMOUNT,4768757,2023-12-01 17:55:20,,0,0,5073,982532934535,ZF_EXPRESS,156366,1,TODAY_TOMORROW,,0,0,134413,,OFFLINE,0,11326,RESTAURANT,0,0,45,,,,2023-04-12 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""B"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2021-04-21 15:29:33,,,-1,,,0,1,,0,1,PUSH,1,0,,,,,311452
17909,1,245,1,990693,1555581,فست فود اس پی ام,,59e6125906b60.jpg,6524f492f3737.jpg,میدان قزوین، به سمت خیابان ولیعصر، چهارراه ملک، خیابان غفوری، پلاک 9، فست فود اس پی ام,7421,,2017-01-01,,09124033422,55393040 - 55392999,,,,CUSTOMER_PHONE,35.672358451083,51.395416259766,55,7.9228306115914,34,TEMPORARY_CLOSED,NORMAL,0,70000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2017-10-17 17:53:21,2023-12-10 00:48:31,,0,1,,,,آقای بیگدلی,,0,انقلاب; جمهوری; کارگر جنوبی; ولیعصر; منیریه; بریانک; سنگلج; رودکی;,spm,1,VMS,اطلاع کرونا 12/28,104052,,0,,51,RESTAURANT,,1,0,0,,,FASTFOOD,,225030,24,0,LITTLE,,,2023-12-10 23:59:59,6117,9231,AMOUNT,,,,0,0,6117,982155393040,DELIVERY,4424723,1,TODAY_TOMORROW,,0,85,128783,,OFFLINE,0,2142,RESTAURANT,0,1,40,,9993,,2023-10-03 23:59:00,mqtt,-0.0000159772,,"{""is_exclusive"":true,""is_blocked"":false,""start_date"":""2020-12-05 16:12:11"",""end_date"":""2020-12-05 16:12:23"",""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""is_super_exclusive"":false,""grade"":""D""}",2018-11-19 06:23:56,,,-1,,1,0,4,,0,1,PUSH,1,0,0,,,,153727
276934,1,401,1,5185256,1555581,فست فود فودلند,,636a325e301fc.jpg,,خیابان ولیعصر، خیابان مقربی، کوچه غفوری تفرشی، پلاک 9، فست فود فودلند,190479,,2017-01-01,,09124033422,55392484,,,,CUSTOMER_PHONE,35.6764641,51.3969002,45,7.8198198198198,1000,TEMPORARY_CLOSED,NORMAL,0,80000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,STEPPED_BY_REVENUE,2022-11-08 14:11:34,2023-12-10 00:48:27,,0,1,,,,آقای جوکار بیگدلی,,0,,foodland,1,VMS,,104052,,0,,51,RESTAURANT,,0,0,1,,,FASTFOOD,,218806,30,,LOT,,,2023-12-10 23:59:59,623,,AMOUNT,5241685,2023-12-08 19:33:36,17909,0,0,623,982155392484,DELIVERY,11307905,0,TODAY_TOMORROW,,0,2284,136068,,OFFLINE,0,2666,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-11-10 13:37:16,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],930802
10979,5,793,1,1,2939869,مجموعه غذایی صحرا,,56c5eec735ed7.jpg,,مشهد، بلوار فلسطین، سه راه فلسطین، پلاک 186، مجموعه غذایی صحرا,3231,,2017-01-27,,09155249046,05138434640 - 05138414198,,,,,36.309,59.568,48,8.263342262518,434,ACTIVE,NORMAL,0,12000,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,14,PERCENTAGE,2016-01-27 00:42:11,2023-12-10 00:48:24,,0,1,4528,,,آقای صحراگرد,,0,فلسطین; دستغیب; سجاد; احمد آباد; آبکوه; سازمان آب; آپادانا; هجرت; خیام; احمداباد; ابکوه; سازمان اب; اپادانا;,sahra,1,VMS,"پیک 8.6
اطلاع - عدم سرویس 08/07
اطلاع - عدم سرویس 08/07
اطلاع /فعال 01/28",,,0,,,,,0,,1,123,صحرا,FASTFOOD,,167756,0,0,SOME,,,,4673,36299,AMOUNT,,,,,1,4673,,DELIVERY,230634,1,TODAY_TOMORROW,,0,0,91926,DINNER_LUNCH,OFFLINE,,16376,RESTAURANT,0,0,40,,2498,44,,mqtt,-0.000018516,,"{""is_exclusive"":false,""is_blocked"":false,""start_date"":null,""grade"":""D"",""end_date"":null,""is_super_exclusive"":false}",2018-11-18 16:38:11,,,-1,,1,0,2,,0,1,PUSH,1,0,0,,,,132937
315777,1,1,1,13537681,8921085,کباب و حلیم برتر گلپایگان,,,,خیابان سمنگان، نبش خیابان باقری، پلاک ۴۰، کباب و حلیم برتر گلپایگان,219369,,2018-01-01,,09122402283,77267013,,,,CUSTOMER_PHONE,35.725022,51.484394,45,7.0668257756563,1000,ACTIVE,NORMAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,STEPPED_BY_REVENUE,2023-07-01 21:09:45,2023-12-10 00:48:23,,0,1,,,,خانم ایرجی,,0,,golpaygan,1,VMS,,103868,,0,,,RESTAURANT,,0,0,1,,,CATERING,,,,,SOME,,,,658,,AMOUNT,5169622,2023-12-09 21:50:29,61799,0,0,658,982177267013,DELIVERY,350649,0,TODAY_TOMORROW,,0,1964,95968,,OFFLINE,0,37896,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-07-04 19:50:03,,,-1,,,0,3,,0,1,PUSH,1,0,,,,[],1047331
240286,249,2895,1,12536706,14201638,فست فود ایفل,,625ada534d938.jpg,,خیابان 45 متری، بین فجر و معذی، فست فود ایفل,150375,,2017-01-01,,09394166402,09369314199,,,,CUSTOMER_PHONE,32.3801775,48.4141417,45,8.9510268562401,1000,TEMPORARY_CLOSED,SUPER_LUXURY,0,52500,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-04-16 19:31:39,2023-12-10 00:48:02,,0,1,,,,آقای قمر زاده,,0,,ifel,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,206796,0,,LOT,,,2023-12-10 23:59:59,541,,AMOUNT,,,,0,0,541,989369314199,DELIVERY,156366,1,TODAY_TOMORROW,,0,0,123285,,OFFLINE,0,23272,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":""C"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-04-24 16:36:52,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],820858
298206,5,401,1,18063196,3125772,کافه شمیم لبنان,,644a7eca09ad0.png,,بلوار امام رضا، بین امام رضا ۳۲ و ۳۴، پلاک ۲-۸۵۵، کافه شمیم لبنان,208367,9165686785,2023-03-24,,09028327880,09028327880,sevla11011@gmail.com,,,CUSTOMER_PHONE,36.272686989842,59.602819334973,45,10,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,35000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-03-24 20:45:53,2023-12-10 00:47:59,,0,1,,,,آقای فارسی,,0,,shamimlobnan,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,CAFE,,74136,,,,,,2023-12-10 23:59:59,5,,AMOUNT,13536981,2023-10-07 13:11:59,,0,0,5,989028327880,ZF_EXPRESS,156366,1,TODAY_TOMORROW,,0,40,37555,,OFFLINE,0,7700,CAFFE,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-04-18 19:13:44,,,-1,,,0,12,,0,1,PUSH,1,0,,,,[],994618
329513,4,401,1,1904502,18168923,نان تافتون سبوس دار نعیم,,64f3f9a895889.jpeg,64f3fa8e9e45b.jpeg,مهرشهر (آق تپه)، بلوار ارم، خیابان سوم شرقی، نان تافتون سبوس دار نعیم,214651,,2018-01-01,,09902404823,09939271886,,,,CUSTOMER_PHONE,35.8078463,50.8947693,45,8.348623853211,1000,TEMPORARY_CLOSED,NORMAL,0,8000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,PERCENTAGE,2023-08-30 21:36:02,2023-12-10 00:47:54,,0,1,,,,خانم رنجبر سیوکی,,0,,naeim,1,PWA,,,,0,,55,RESTAURANT,,0,2000,1,,,BAKERY,,,0,,LOT,,,2023-12-10 23:59:59,199,,AMOUNT,8945823,2023-12-07 14:26:49,,0,0,199,989939271886,ZF_EXPRESS,156366,1,TODAY_TOMORROW,,0,867,52500,,OFFLINE,0,5212,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":true,""grade"":null,""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2023-08-27 10:59:19"",""end_date"":""2024-02-24 10:59:23"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-09-04 11:37:21,,,-1,,,0,57,,0,16,PUSH,1,0,,,,[],1088539
43696,198,2523,1,3208796,5076149,مجموعه غذایی دریم لند,,5d5a4e9a16774.jpg,,نبش چهارراه عالیوند، جنب بیمه کوثر مرکزی، مجموعه غذایی دریم لند,56971,,2018-01-01,,09171430299,09171430299 - 07433330404,,,,CUSTOMER_PHONE,30.666771201954,51.586259454489,45,8.0392258064516,1000,TEMPORARY_CLOSED,LUXURY,0,20000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2019-06-15 23:41:03,2023-12-10 00:47:53,,0,1,,,,آقای شاکری,,0,,dreamland,1,VMS,"شیت-تعطیل 12/6
اطلاع/ تعطیل 12/16",,,0,,55,RESTAURANT,,0,0,0,,,FASTFOOD,,235322,100,,SOME,,,2023-12-10 23:59:59,3779,,AMOUNT,13263299,2023-12-03 22:31:44,,0,0,3779,987433330404,DELIVERY,647104,1,TODAY_TOMORROW,,0,0,152055,,OFFLINE,0,27666,RESTAURANT,0,0,45,,5514,,,,0.000113522,0,"{""is_exclusive"":false,""grade"":""B"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""is_super_exclusive"":false}",2019-06-25 18:40:48,,5d0543063b702.png,-1,,1,0,2,,0,1,PUSH,1,0,0,,,,231088
75942,1,649,1,8637379,5304195,کاپیتان (شهر ری),,6557cb6c3af8a.png,,شهر ری، سه راه تقی آباد، ابتدای لاین کندرو، جنب مجتمع یلدا، پلاک 246، کاپیتان,114677,,2021-06-14,,09191169323 -09129575288 (الویت تماس),33415324 - 33418059 - 09193831663,mehdi.fallah1368@gmail.com,,,CUSTOMER_PHONE,35.584599976479,51.458466306227,45,8.8673637864612,1000,TEMPORARY_CLOSED,NORMAL,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,STEPPED_BY_REVENUE,2021-06-14 01:34:12,2023-12-10 00:47:45,,0,1,,,,آقای فلاح,,0,,kapitan,1,VMS,,,,0,,55,RESTAURANT,,0,0,1,,,FASTFOOD,,200610,10,,SOME,,,2023-12-10 23:59:59,1639,,AMOUNT,18738892,2023-12-06 12:58:39,,0,0,1639,982133415324,DELIVERY,155323,1,TODAY_TOMORROW,,0,4639,134495,,OFFLINE,0,8085,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-06-30 20:13:34,,,2000,,,0,4,,0,1,PUSH,1,0,,,,[],327826
353522,4,1,1,21668700,21668700,لبنیات سنتی افرازان,,,,البرز، کرج، کوی کارمندان جنوبی، ابتدای بلوار سرداران جنب کوچه یکتا,,,2023-12-09,,09123600155,02632754190,,,,,35.820461498361,50.971255302866,,0,1000,DAKHL_REGISTERED,,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,PERCENTAGE,2023-12-09 22:33:48,2023-12-10 00:47:08,,1,1,,,,رسول  ‌افراز,,9,,,1,CALLING,,,,0,,,RESTAURANT,,0,0,1,,,,,,,,,,,,,,AMOUNT,,,,0,0,0,,ZF_EXPRESS,,0,TODAY_TOMORROW,,0,,,,OFFLINE,0,,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false}",,,,,,,0,80,,0,,,0,0,,,,[],1160566
346388,1,1,1,4896508,12088340,آبمیوه بستنی تمشک,,65633de19b1fe.jpg,,یوسف آباد، خیابان شهید امیر جهانبخش (سوم)، خیابان ولیعصر، پلاک 2.018، طبقه همکف، آبمیوه بستنی تمشک,246600,,2023-11-09,,09128774075,09128774075,,,,CUSTOMER_PHONE,35.7234266,51.4098814,45,0,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,30000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-11-09 22:09:14,2023-12-10 00:46:45,,0,1,,,,آقای ‌عابدی زرین,,0,,tameshk,1,PWA,,,,0,,,RESTAURANT,,0,0,1,,,JUICE,,,,,LOT,,,2023-12-10 23:59:59,,,AMOUNT,13536500,2023-12-09 11:26:36,,0,0,0,989128774075,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,1,59259,,OFFLINE,0,7500,CAFFE,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-12-03 17:18:23,,,-1,,,0,19,,0,16,PUSH,1,0,,,,[],1139164
296791,1,1,1,12799667,12799667,این برگر,,643314e9a4f51.png,,سازمان برنامه شمالی، بلوار آیت الله کاشانی، بعد از لاله شمالی، این برگر,210605,,2023-03-11,,09121041908,09121041908 - 44106151,,,,CUSTOMER_PHONE,35.738213782984,51.30554209592,45,9.175,1000,TEMPORARY_CLOSED,NORMAL,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-03-11 20:42:17,2023-12-10 00:46:18,,0,1,,,,آقای ‌خداویرن,,0,,inburger,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,182666,35,,LOT,,,2023-12-10 23:59:59,291,,AMOUNT,4808681,2023-12-04 15:41:43,,0,0,291,989121041908,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,1096,142150,,OFFLINE,0,14606,RESTAURANT,0,0,45,,,,2023-04-22 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-03-26 10:31:29,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],990373
64831,1,548,1,4775692,9420010,فست فود البیک (سعادت آباد),,5ffdac293ae40.JPG,63b072f20389f.png,سعادت آباد، علامه جنوبی، نبش 42 شرقی، پلاک 9، فست فود البیک (سعادت آباد),105888,,2018-01-01,,09125678921,88686567 - 88686568 - 88686569,albaik.ejraei@yahoo.com,,,CUSTOMER_PHONE,35.771592,51.383334,45,9.175246971109,1000,TEMPORARY_CLOSED,NORMAL,0,175000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,PERCENTAGE,2020-12-22 08:19:01,2023-12-10 00:46:14,,0,1,,,,آقای لواف پور,saadatabad,0,,albaik,1,VMS,,3719,,0,,55,RESTAURANT,,0,0,1,,,FASTFOOD,,384714,10,,LOT,,,2023-12-10 23:59:59,26645,,AMOUNT,,,,0,1,26645,982188686567,DELIVERY,869619,0,TODAY_TOMORROW,,0,832,287623,DINNER_LUNCH,OFFLINE,0,19883,RESTAURANT,0,0,45,,,,,,0.00114265,0,"{""is_exclusive"":true,""grade"":""A"",""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2022-05-22 16:20:22"",""end_date"":""2025-05-21 16:20:25"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-01-03 11:47:05,,,-1,,,0,4,,0,1,PUSH,1,0,1,,,,294493
293681,6,401,1,13537681,5330287,فست فود سنتو,,63ff70f2eeeff.jpeg,,قدوسی شرقی، روبروی کوچه 2، فست فود سنتو,199062,,2018-01-01,,09059529711,09059529711,,,,CUSTOMER_PHONE,29.624179,52.48708,45,8.2960235640648,1000,TEMPORARY_CLOSED,NORMAL,0,83000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-02-20 18:36:47,2023-12-10 00:46:00,,0,1,,,,آقای امانی,,0,,sento,1,VMS,,,,0,,87,RESTAURANT,,0,0,1,,,FASTFOOD,,285566,40,,SOME,,,2023-12-10 23:59:59,1223,,AMOUNT,13263299,2023-12-09 22:50:13,,0,0,1223,989059529711,ZF_EXPRESS,11307873,1,TODAY_TOMORROW,,0,0,178790,,OFFLINE,0,13767,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-02-28 16:07:47,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],981043
